hotel_names,location,price,score_hotels,number_rating,star_number,received_time,giveback_time,description,hotel_link,id
Super Candle Hotel,"Trong khu vực
Xem bản đồ
287 Đội Cấn, Liễu Giai, Quận Ba Đình, Hà Nội, Việt Nam, 100000
Gần khu vui chơi giải trí
Lăng Chủ tịch Hồ Chí Minh
1.68 km
Chùa Láng
2.06 km
Phố Đường Tàu Hà Nội
2.72 km
Vincom Center Metropolis
627 m
Cung thể thao Quần Ngựa
649 m
Pizza 4P's Phan Kế Bính
654 m
Capital Place
656 m",6711449,"8,6",584,4,No value,No value,"Lưu trú tại Super Candle Hotel là một lựa chọn đúng đắn khi quý khách đến thăm Liễu Giai. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000438127.Super%20Candle%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=07c444ab-3b4c-412a-af86-38c2a1f88360,86
The Poppy Villa & Hotel,"Trong khu vực
Xem bản đồ
12 - 14 Ngõ Bà Triệu, Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội, Việt Nam, 100000
Xung quanh trung tâm giải trí
Nhà thờ Lớn Hà Nội
1.75 km
Hồ Hoàn Kiếm
1.80 km
Phố Đường Tàu Hà Nội
1.95 km
CGV Vincom Center Bà Triệu
250 m
Tượng đài Công an Nhân dân vì dân phục vụ
471 m
Đường Bà Triệu Hà Nội
512 m
Công viên Thống Nhất
606 m",431529,"7,9",117,2,No value,No value,"Lưu trú tại The Poppy Villa & Hotel là một lựa chọn đúng đắn khi quý khách đến thăm Lê Đại Hành. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000134627.The%20Poppy%20Villa%20%26%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=bef3d2ea-0e53-424c-b54c-61dfe3fc2db7,87
iRest Signature Ba Dinh Lakeside,"Trong khu vực
Xem bản đồ
62 Phạm Huy Thông, Ngọc Khánh, Quận Ba Đình, Hà Nội, Việt Nam
Chùa Láng
811 m
Nhà ga Cát Linh
1.80 km
Lăng Chủ tịch Hồ Chí Minh
2.77 km
Bệnh Viện phụ sản Hà Nội
257 m
Khách sạn Lotte Hà Nội
580 m
Công viên Thủ Lệ
607 m
Đài quan sát LOTTE Hà Nội
613 m
Chùa Láng
632 m",755314,"9,5",20,3,No value,No value,"iRest Signature Ba Dinh Lakeside là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Ngọc Khánh. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000005775139.iRest%20Signature%20Ba%20Dinh%20Lakeside.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=20332d55-e68f-4340-a4f0-d882dbc514f7,88
AVS Noi Bai Hotel,"Trong khu vực
Xem bản đồ
Số 9 Võ Nguyên Giáp, xã Mai Đình, Sóc Sơn, Hà Nội, Việt Nam, 100000
Sân bay quốc tế Nội Bài (HAN)
2.97 km
Sân bay quốc tế Nội Bài (HAN)
2.97 km
Bệnh viện Đa khoa Sóc Sơn
5.34 km
Melinh Plaza (Trung tâm Thương mại Mê Linh)
5.36 km
UBND huyện Sóc Sơn
6.17 km
Trường Đại Học ĐIện Lực 2
6.56 km",352265,"7,2",292,3,No value,No value,"Lưu trú tại AVS Noi Bai Hotel là một lựa chọn đúng đắn khi quý khách đến thăm xã Mai Đình. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000738850.AVS%20Noi%20Bai%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=b8a21782-5b18-4ce7-a77b-64ec132fcd1b,89
Adeline Hotel Hanoi,"Trong khu vực
Xem bản đồ
Số Nhà 12 Ngõ 48 Nguyễn Chánh, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội, Việt Nam, 100000
Xung quanh tiện ích công cộng
Big C Thăng Long
213 m
Chùa Láng
1.94 km
Ga Thái Hà
2.59 km
Big C Thăng Long
213 m
Vimeco CT4 Tower
257 m
Sân Bóng Thành Phát
360 m
Sân Bóng Ngọc Bảo
690 m",497943,"9,2",6,3,No value,No value,"Lưu ý: khách sạn trước đây mang tên Adeline Hotel Adeline Hotel Hanoi toạ lạc tại khu vực / thành phố Phường Trung Hòa.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000501801.Adeline%20Hotel%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=96d0c448-2a09-426b-a2f9-2f68200387a8,90
Hanoi Boutique Hotel & Spa,"Trong khu vực
Xem bản đồ
7 Ngo Gach Street, Hanoi Old Quarter, Hàng Buồm, Quận Hoàn Kiếm, Hà Nội, Việt Nam
Khu mua sắm
Hồ Hoàn Kiếm
858 m
Nhà thờ Lớn Hà Nội
862 m
Phố Đường Tàu Hà Nội
969 m
Đền Bạch Mã
88 m
King Pirates Pub
113 m
Funky Buddha Bar
166 m
Ô Quan Chưởng
200 m",1026453,"9,5",108,4,No value,No value,"Lưu trú tại Hanoi Boutique Hotel & Spa là một lựa chọn đúng đắn khi quý khách đến thăm Hàng Buồm. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000010024196.Hanoi%20Boutique%20Hotel%20%26%20Spa.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=8caa19aa-35b6-4a30-8efe-d1e483b52050,91
Khách sạn Hanoi A83,"Trong khu vực
Xem bản đồ
83/10 Xa Dan, Nam Đồng, Quận Đống Đa, Hà Nội, Việt Nam
Xung quanh tiện ích công cộng
Phố Đường Tàu Hà Nội
1.98 km
Nhà thờ Lớn Hà Nội
2.27 km
Hồ Hoàn Kiếm
2.56 km
Ngon Restaurant
91 m
Xèo Xèo Buffet Nướng BBQ
92 m
Nhà Thờ Giáo Xứ Thái Hà
475 m
Sân bóng đá Hoàng Cầu
602 m",168998,"7,0",48,3,No value,No value,"Hanoi A83 Hotel là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Nam Đồng. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000010027498.Kh%C3%A1ch%20s%E1%BA%A1n%20Hanoi%20A83.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=c289898d-c2e8-4079-b83d-005d28d30f13,92
"InterContinental Hotels HANOI LANDMARK72 by IHG, an IHG Hotel","Trong khu vực
Xem bản đồ
Keangnam Hanoi Landmark Tower,Lot E6, Cau Giay New, Phường Mễ Trì, Nam Từ Liêm, Hà Nội, Việt Nam
Gần khu vui chơi giải trí
Big C Thăng Long
1.33 km
Bến Xe Mỹ Đình
1.67 km
Chùa Láng
2.10 km
Keangnam Landmark Tower 72
157 m
Kiểm Toán Nhà Nước Việt Nam
567 m
Bảo tàng Hà Nội
788 m
JW Marriott Hotel Hanoi
841 m",5380619,"9,3",588,5,No value,No value,"Lưu trú tại InterContinental Hotels HANOI LANDMARK72 by IHG, an IHG Hotel là một lựa chọn đúng đắn khi quý khách đến thăm Phường Mễ Trì. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000741718.InterContinental%20Hotels%20HANOI%20LANDMARK72%20by%20IHG%2C%20an%20IHG%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=60c8989c-c63a-43a7-b807-8d538e3b86ea,93
Apricot Hotel Hanoi,"Trong khu vực
Xem bản đồ
136 Hang Trong, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội, Việt Nam
Khu mua sắm
Hồ Hoàn Kiếm
142 m
Nhà thờ Lớn Hà Nội
219 m
Phố Đường Tàu Hà Nội
740 m
Hồ Hoàn Kiếm
142 m
Nhà thờ Hà Nội
192 m
Nhà thờ Lớn Hà Nội
219 m
Đền Ngọc Sơn
326 m",5248603,"8,9",920,5,No value,No value,"Lưu ý: khách sạn trước đây mang tên Apricot Hotel Apricot Hotel Hanoi toạ lạc tại khu vực / thành phố Phường Hàng Trống. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000483521.Apricot%20Hotel%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=3e1afef7-d7e4-4480-98c3-903aa49816cf,94
HB Serviced Apartment - Lac Long Quan,"Trong khu vực
Xem bản đồ
LK0201 Ngách 39, Ngõ 603 Lạc Long Quân, Xuân La, Tây Hồ, Hà Nội, Việt Nam
Gần khu vui chơi giải trí
Hồ Tây
2.25 km
Bệnh Viện Đa Khoa Quốc Tế Thu Cúc
2.43 km
Đường Lạc Long Quân Hà Nội
268 m
Westlake's Twin Dragons
272 m
Bệnh Viện Tim Hà Nội - Cơ Sở 2
329 m
G2 Ciputra Hanoi Apartment
542 m
Công viên nước Hồ Tây
949 m",558442,"8,7",37,0,No value,No value,"HB Serviced Apartment - Lac Long Quan là một nơi nghỉ nằm trong khu vực an ninh, toạ lạc tại Xuân La. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000984601.HB%20Serviced%20Apartment%20-%20Lac%20Long%20Quan.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=5af523b6-6f14-4a22-8cc4-908f4aab2d11,95
Hanoi Le Jardin Hotel & Spa,"Trong khu vực
Xem bản đồ
46 Nguyễn Trường Tộ, Trúc Bạch, Quận Ba Đình, Hà Nội, Việt Nam, 100000
Xung quanh tiện ích công cộng
Phố Đường Tàu Hà Nội
1.44 km
Nhà thờ Lớn Hà Nội
1.67 km
Hồ Hoàn Kiếm
1.81 km
Seasons of Hanoi
360 m
Chùa Thần Quang
474 m
Masjid Al Noor Hanoi
676 m
Chợ Long Biên
705 m",1835872,"9,2",295,4,No value,No value,"Hanoi Le Jardin Hotel & Spa là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Trúc Bạch. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000099286.Hanoi%20Le%20Jardin%20Hotel%20%26%20Spa.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=d4f748d5-f499-487b-9757-3193e24a0b75,96
Hanoi Solo Hostel,"Trong khu vực
Xem bản đồ
35-37 Ma May, Hàng Buồm, Quận Hoàn Kiếm, Hà Nội, Việt Nam, 70000
Khu mua sắm
Hồ Hoàn Kiếm
788 m
Nhà thờ Lớn Hà Nội
913 m
Phố Đường Tàu Hà Nội
1.16 km
Nhà cổ, 87 Mã Mây
122 m
Ceramic Mosaic Mural
143 m
Funky Buddha Bar
156 m
Hanoi Taco Bar
169 m",134417,"8,5",132,3,No value,No value,"Lưu trú tại Hanoi Solo Hostel là một lựa chọn đúng đắn khi quý khách đến thăm Hàng Buồm. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của nơi nghỉ cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000406081.Hanoi%20Solo%20Hostel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=18e57b45-2d37-4770-8e3d-912f329140d7,97
AFFA Boutique Hotel,"Trong khu vực
Xem bản đồ
17 Tràng Thi, Hàng Trống, Hoàn Kiếm, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội, Việt Nam, 100000
Khu mua sắm
Hồ Hoàn Kiếm
330 m
Nhà thờ Lớn Hà Nội
333 m
Phố Đường Tàu Hà Nội
802 m
S'Patisserie
215 m
Fanny Ice Cream
275 m
Meliá Hanoi
301 m
Bảo tàng Phụ nữ Việt Nam
307 m",660606,"8,8",125,3,No value,No value,"AFFA Boutique Hotel toạ lạc tại khu vực / thành phố Phường Hàng Trống. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000958758.AFFA%20Boutique%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=a038795f-28e0-4ce8-8987-c7b24a930f96,98
La Batisse Kim Ma Hotel,"Trong khu vực
Xem bản đồ
Ngõ 143 Kim Mã, Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam, 100000
Gần khu vui chơi giải trí
Phố Đường Tàu Hà Nội
2.03 km
Nhà thờ Lớn Hà Nội
2.54 km
Hồ Hoàn Kiếm
2.88 km
Nhà ga Cát Linh
457 m
Bảo tàng Chiến thắng B-52
459 m
Hồ Hữu Tiệp
780 m
Khách sạn Lake Side Hotel
809 m",651516,"8,3",126,3,No value,No value,"Lưu trú tại La Batisse Kim Ma Hotel là một lựa chọn đúng đắn khi quý khách đến thăm Kim Mã. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000370313.La%20Batisse%20Kim%20Ma%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=527c41eb-4663-4dba-a42d-a46b9c54f34f,99
Hotel Bel Ami Hanoi,"Trong khu vực
Xem bản đồ
244 Hàng Bông, Cửa  Nam, Quận Hoàn Kiếm, Hà Nội, Việt Nam, 100000
Khu mua sắm
Phố Đường Tàu Hà Nội
244 m
Nhà thờ Lớn Hà Nội
617 m
Hồ Hoàn Kiếm
962 m
Phố Đường Tàu Hà Nội
244 m
Namaste Hanoi
333 m
Đại Sứ Quán Đức
361 m
Bệnh Viện Phụ Sản Trung Ương Phòng Khám
452 m",437617,"8,2",176,3,No value,No value,"Hotel Bel Ami Hanoi là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Cửa Nam. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000020005090.Hotel%20Bel%20Ami%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=f9a7c5dd-4064-4f8a-946f-f7de3ece3b5b,100
Hotel 239,"Trong khu vực
Xem bản đồ
645 Phố Vũ Tông Phan, Phường Khương Đình, phường Khương Đình, Thanh Xuân, Hà Nội, Việt Nam, 100000
Xung quanh tiện ích công cộng
Trường Đại học Thăng Long
750 m
Vincom Mega Mall Royal City
2.19 km
Phố Phùng Khoang
2.47 km
Trường Đại học Thăng Long
750 m
Trường Tiểu học Hạ Đình
841 m
Trung Tâm Y Tế Quận Thanh Xuân
1.03 km
Trường THCS Khương Đình
1.15 km",322291,"8,3",36,2,No value,No value,"Lưu ý: khách sạn trước đây mang tên 239 Hotel Hotel 239 là một khách sạn nằm trong khu vực an ninh, toạ lạc tại phường Khương Đình. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000003358549.Hotel%20239.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=dbd782e6-5f2f-434a-82c4-f1ae6caa8a40,101
Milan Hotel,"Trong khu vực
Xem bản đồ
30/157 Chùa Láng, Phượng Lãng Thượng, Láng Thượng, Quận Đống Đa, Hà Nội, Việt Nam, 100000
Xung quanh tiện ích công cộng
Chùa Láng
139 m
Big C Thăng Long
1.93 km
Nhà ga Cát Linh
2.60 km
Chùa Láng
139 m
Chùa Láng
243 m
Trường Đại học Giao thông Vận tải
540 m
Bệnh Viện phụ sản Hà Nội
617 m",372295,"8,0",125,2,No value,No value,"Milan Hotel là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Láng Thượng. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000010026382.Milan%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=933133d0-b52b-497f-b069-9c9df2bfe044,102
Căn hộ dịch vụ Alaya 14,"Trong khu vực
Xem bản đồ
36/31/15 Đào Tấn, Cống Vị, Quận Ba Đình, Hà Nội, Việt Nam
Xung quanh tiện ích công cộng
Chùa Láng
1.21 km
Nhà ga Cát Linh
2.03 km
Lăng Chủ tịch Hồ Chí Minh
2.71 km
Pizza 4P's Phan Kế Bính
393 m
Khách sạn Lotte Hà Nội
440 m
Đài quan sát LOTTE Hà Nội
456 m
Công viên Thủ Lệ
497 m",447468,"8,6",26,0,No value,No value,"Lưu trú tại Alaya Serviced Apartment 14 là một lựa chọn đúng đắn khi quý khách đến thăm Cống Vị. Sóng WiFi phủ khắp các khu vực chung của nơi nghỉ cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000002444024.C%C4%83n%20h%E1%BB%99%20d%E1%BB%8Bch%20v%E1%BB%A5%20Alaya%2014.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=6bfb106c-df56-4b83-ac23-78f3e7a284b1,103
Sao Bang Hotel,"Trong khu vực
Xem bản đồ
2 Ngoc Lam, Long Bien, Quận Ngọc Lâm, Quận Long Biên, Hà Nội, Việt Nam
Gần khu vui chơi giải trí
Hồ Hoàn Kiếm
2.15 km
Nhà thờ Lớn Hà Nội
2.40 km
Phố Đường Tàu Hà Nội
2.69 km
Cầu Long Biên - Hà Nội
666 m
Vietgangz Beach Club Hanoi
739 m
Lẩu Hít (Nguyễn Tư Giản)
1.27 km
Công Viên Ngọc Lâm
1.30 km",510118,"8,0",22,3,No value,No value,"Sao Bang Hotel là một khách sạn trong một khu phố tốt, nằm ở Ngọc Lâm. Quầy lễ tân 24 giờ luôn sẵn sàng phục vụ quý khách, từ thủ tục nhận phòng đến trả phòng hoặc bất kỳ sự hỗ trợ nào bạn cần. Nếu bạn muốn biết thêm, đừng ngần ngại hỏi quầy lễ tân, chúng tôi luôn sẵn sàng phục vụ bạn. Wi-Fi có sẵn trong các khu vực công cộng của khách sạn để giúp bạn giữ liên lạc với gia đình và bạn bè.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000010038562.Sao%20Bang%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=cb9d3797-63e4-4740-8727-f3aa3ebe44f1,104
Vision Premier Hotel & Spa,"Trong khu vực
Xem bản đồ
41 Phu Doan, Quận Hoàn Kiếm, Hà Nội, Việt Nam
Khu mua sắm
Nhà thờ Lớn Hà Nội
117 m
Phố Đường Tàu Hà Nội
405 m
Hồ Hoàn Kiếm
456 m
Bệnh viện Việt Đức
90 m
Nhà thờ Lớn Hà Nội
117 m
Nhà thờ Hà Nội
143 m
Nhà hát Tuồng Việt Nam
302 m",724361,"8,1",383,3,No value,No value,"Vision Premier Hotel & Spa toạ lạc tại khu vực / thành phố Quận Hoàn Kiếm. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000508679.Vision%20Premier%20Hotel%20%26%20Spa.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=a1697841-9581-4a20-99f4-8620e79271ed,105
Queen's Hotel,"Trong khu vực
Xem bản đồ
9/34 Trần Quốc Hoàn, Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội, Việt Nam
Khu mua sắm
236 Phạm Văn Đồng, Cổ Nhuế, Bắc Từ Liêm, Hà Nội, Vietnam
1.57 km
Bến Xe Mỹ Đình
1.79 km
Chùa Láng
2.54 km
Học viện Chính trị Quốc gia Hồ Chí Minh
415 m
Hieu Yen Grocery Store
493 m
Trường Đại học Ngoại ngữ
526 m
Rural Development & Construction Enterprise
543 m",384487,"7,6",20,2,No value,No value,"Queen's Hotel là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Dịch Vọng Hậu. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000020007484.Queen%27s%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=a262ba01-08e5-4bd3-9ba6-2f569240ffc9,106
Khách sạn D'Villa Phúc Đồng,"Trong khu vực
Xem bản đồ
Số 3-4 N08B Khu đô thị mới Sài Đồng, Quận Long Biên, Hà Nội, Việt Nam
Gần khu vui chơi giải trí
Aeon Mall Long Biên
1.82 km
Trạm y tế phường Thạch Bàn
1.98 km
Hồ Sài Đồng
1.13 km
Sân Golf Long Biên
1.50 km
Aeon Mall Long Biên
1.82 km
Trạm y tế phường Thạch Bàn
1.98 km
Cổ Linh
2.00 km",610300,"8,5",10,2,No value,No value,"D'Villa Hotel Phuc Dong toạ lạc tại khu vực / thành phố Quận Long Biên. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000001202397.Kh%C3%A1ch%20s%E1%BA%A1n%20D%27Villa%20Ph%C3%BAc%20%C4%90%E1%BB%93ng.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=1cdab676-30d5-4e07-8218-b47a76f26eb0,107
